sampID	project	sort_date	well	libname	seqtype	cross	dap	n_nuc	peak	stage	stagecode	batch	platform	final ERCC dil.
D18-217347	180928Geh	9/26/18	8C	P22_8C	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217348	180928Geh	9/26/18	8D	P22_8D	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217349	180928Geh	9/26/18	8E	P22_8E	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217350	180928Geh	9/26/18	8F	P22_8F	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217351	180928Geh	9/26/18	8G	P22_8G	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217352	180928Geh	9/26/18	8H	P22_8H	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217353	180928Geh	9/26/18	9A	P22_9A	paired	VxC	4	1	6N	heart	3	22	Nextseq	1:200M
D18-217354	180928Geh	9/26/18	9B	P22_9B	paired	VxC	4	1	6N	heart	3	22	Nextseq	1:200M
D18-217355	180928Geh	9/26/18	9C	P22_9C	paired	VxC	4	1	6N	heart	3	22	Nextseq	1:200M
D18-217356	180928Geh	9/26/18	9D	P22_9D	paired	VxC	4	1	6N	heart	3	22	Nextseq	1:200M
D18-217357	180928Geh	9/26/18	9E	P22_9E	paired	VxC	4	1	6N	heart	3	22	Nextseq	1:200M
D18-217358	180928Geh	9/26/18	9F	P22_9F	paired	VxC	4	1	6N	heart	3	22	Nextseq	1:200M
D18-217359	180928Geh	9/26/18	9G	P22_9G	paired	VxC	4	1	6N	heart	3	22	Nextseq	1:200M
D18-217360	180928Geh	9/26/18	9H	P22_9H	paired	VxC	4	1	6N	heart	3	22	Nextseq	1:200M
D18-217361	180928Geh	9/26/18	10A	P22_10A	paired	VxC	blank	0	NA	NA	3	22	Nextseq	1:200M
D18-217362	180928Geh	9/26/18	10B	P22_10B	paired	VxC	4	1	6N	heart	3	22	Nextseq	1:200M
D18-217363	180928Geh	9/26/18	10C	P22_10C	paired	VxC	4	1	6N	heart	3	22	Nextseq	1:200M
D18-217364	180928Geh	9/26/18	10D	P22_10D	paired	VxC	4	1	6N	heart	3	22	Nextseq	1:200M
D18-217365	180928Geh	9/26/18	10E	P22_10E	paired	VxC	4	1	6N	heart	3	22	Nextseq	1:200M
D18-217366	180928Geh	9/26/18	10F	P22_10F	paired	VxC	4	1	6N	heart	3	22	Nextseq	1:200M
D18-217367	180928Geh	9/26/18	10G	P22_10G	paired	VxC	4	1	6N	heart	3	22	Nextseq	1:200M
D18-217368	180928Geh	9/26/18	10H	P22_10H	paired	VxC	4	1	6N	heart	3	22	Nextseq	1:200M
D18-217369	180928Geh	9/26/18	11A	P22_11A	paired	VxC	4	1	6N	heart	3	22	Nextseq	1:200M
D18-217370	180928Geh	9/26/18	11B	P22_11B	paired	VxC	4	1	6N	heart	3	22	Nextseq	1:200M
D18-217371	180928Geh	9/26/18	11C	P22_11C	paired	VxC	4	1	6N	heart	3	22	Nextseq	1:200M
D18-217372	180928Geh	9/26/18	11D	P22_11D	paired	VxC	4	1	6N	heart	3	22	Nextseq	1:200M
D18-217373	180928Geh	9/26/18	11E	P22_11E	paired	VxC	4	1	6N	heart	3	22	Nextseq	1:200M
D18-217374	180928Geh	9/26/18	11F	P22_11F	paired	VxC	4	1	6N	heart	3	22	Nextseq	1:200M
D18-217375	180928Geh	9/26/18	11G	P22_11G	paired	VxC	4	1	6N	heart	3	22	Nextseq	1:200M
D18-217376	180928Geh	9/26/18	11H	P22_11H	paired	VxC	4	1	6N	heart	3	22	Nextseq	1:200M
D18-217377	180928Geh	9/26/18	12A	P22_12A	paired	VxC	4	1	6N	heart	3	22	Nextseq	1:200M
D18-217378	180928Geh	9/26/18	12B	P22_12B	paired	VxC	4	1	6N	heart	3	22	Nextseq	1:200M
D18-217379	180928Geh	9/26/18	12C	P22_12C	paired	VxC	4	1	6N	heart	3	22	Nextseq	1:200M
D18-217380	180928Geh	9/26/18	12D	P22_12D	paired	VxC	4	1	6N	heart	3	22	Nextseq	1:200M
D18-217381	180928Geh	9/26/18	12E	P22_12E	paired	VxC	4	1	6N	heart	3	22	Nextseq	1:200M
D18-217382	180928Geh	9/26/18	12F	P22_12F	paired	VxC	4	1	6N	heart	3	22	Nextseq	1:200M
D18-217383	180928Geh	9/26/18	12G	P22_12G	paired	VxC	4	1	6N	heart	3	22	Nextseq	1:200M
D18-217384	180928Geh	9/26/18	12H	P22_12H	paired	VxC	4	1	6N	heart	3	22	Nextseq	1:200M
